0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,年,月,日,満潮時刻,満潮潮位,満潮時刻,満潮潮位,満潮時刻,満潮潮位,満潮時刻,満潮潮位,干潮時刻,干潮潮位,干潮時刻,干潮潮位,干潮時刻,干潮潮位,干潮時刻,干潮潮位
 29, 34, 37, 39, 39, 39, 38, 38, 39, 40, 43, 46, 48, 50, 48, 45, 40, 34, 27, 21, 17, 15, 16, 19,23, 8,30, 4 1, 39,13 0, 50,"","","","", 644, 38,2119, 15,"","","",""
 24, 30, 34, 36, 37, 37, 35, 34, 34, 34, 36, 40, 44, 47, 49, 48, 44, 39, 32, 26, 20, 16, 15, 16,23, 8,31, 4 7, 37,14 3, 49,"","","","", 749, 34,22 4, 15,"","","",""
 20, 26, 31, 34, 36, 35, 34, 31, 29, 29, 30, 32, 36, 42, 46, 47, 46, 43, 37, 31, 24, 20, 17, 16,23, 9, 1, 421, 36,15 5, 47,"","","","", 854, 29,2245, 16,"","","",""
 18, 23, 29, 33, 35, 35, 34, 31, 27, 25, 25, 25, 28, 33, 39, 43, 44, 43, 40, 35, 29, 24, 21, 19,23, 9, 2, 440, 35,16 7, 44,"","","","",10 2, 25,2322, 19,"","","",""
 19, 23, 28, 32, 35, 36, 35, 32, 28, 24, 22, 21, 22, 25, 31, 36, 39, 41, 40, 38, 33, 29, 26, 24,23, 9, 3, 5 2, 36,1714, 41,"","","","",11 6, 21,2354, 23,"","","",""
 23, 24, 28, 32, 36, 37, 37, 35, 31, 26, 23, 20, 19, 20, 24, 29, 33, 36, 38, 37, 36, 33, 30, 29,23, 9, 4, 525, 37,1826, 38,"","","","",12 6, 19,"","","","","",""
 28, 28, 30, 34, 37, 39, 39, 38, 35, 31, 26, 23, 20, 19, 20, 23, 27, 30, 33, 35, 35, 35, 33, 33,23, 9, 5, 549, 39,1947, 35,"","","","", 020, 28,13 4, 19,"","","",""
 32, 33, 34, 36, 38, 40, 41, 40, 39, 35, 31, 27, 24, 21, 20, 21, 23, 26, 29, 31, 33, 34, 35, 35,23, 9, 6, 613, 41,"","","","","","", 023, 32,14 6, 20,"","","",""
 36, 36, 37, 38, 40, 41, 42, 42, 41, 39, 36, 32, 29, 26, 23, 22, 22, 24, 26, 28, 31, 33, 35, 36,23, 9, 7, 636, 42,"","","","","","",1519, 22,"","","","","",""
 38, 39, 40, 41, 42, 43, 43, 43, 43, 42, 40, 37, 34, 31, 28, 25, 24, 24, 24, 26, 28, 31, 34, 36,23, 9, 8, 7 2, 43,"","","","","","",1649, 24,"","","","","",""
 38, 40, 41, 42, 43, 43, 43, 44, 44, 43, 42, 41, 38, 35, 32, 29, 27, 25, 24, 25, 26, 29, 32, 35,23, 9, 9, 752, 44,"","","","","","",1810, 24,"","","","","",""
 37, 39, 41, 42, 42, 43, 43, 43, 43, 43, 43, 43, 41, 39, 36, 33, 30, 27, 25, 24, 25, 27, 30, 33,23, 9,10, 936, 44,"","","","","","",19 7, 24,"","","","","",""
 36, 38, 40, 41, 41, 41, 41, 41, 42, 42, 43, 43, 43, 42, 39, 36, 33, 29, 26, 24, 24, 25, 27, 30,23, 9,11,11 7, 44,"","","","","","",1951, 24,"","","","","",""
 34, 36, 38, 39, 39, 39, 39, 39, 39, 40, 41, 43, 43, 43, 41, 39, 35, 31, 27, 24, 23, 23, 25, 28,23, 9,12, 349, 39,1212, 43,"","","","", 638, 39,2027, 23,"","","",""
 31, 34, 36, 37, 37, 37, 36, 36, 36, 36, 38, 40, 42, 43, 42, 40, 37, 33, 28, 25, 22, 21, 22, 25,23, 9,13, 337, 37,13 4, 43,"","","","", 714, 36,21 0, 21,"","","",""
 29, 32, 34, 36, 36, 35, 33, 32, 32, 33, 34, 36, 39, 41, 42, 41, 38, 34, 30, 25, 22, 21, 21, 23,23, 9,14, 337, 36,1350, 42,"","","","", 753, 32,2130, 21,"","","",""
 26, 30, 33, 34, 34, 33, 32, 30, 29, 29, 30, 32, 35, 38, 40, 40, 39, 36, 32, 27, 23, 21, 20, 22,23, 9,15, 345, 34,1434, 40,"","","","", 835, 29,2157, 20,"","","",""
 24, 28, 31, 33, 34, 33, 31, 29, 27, 26, 26, 28, 31, 34, 37, 39, 39, 37, 33, 29, 25, 23, 22, 22,23, 9,16, 354, 34,1519, 39,"","","","", 918, 26,2222, 21,"","","",""
 24, 28, 31, 33, 34, 33, 31, 28, 26, 24, 23, 24, 26, 30, 34, 37, 38, 37, 35, 32, 28, 25, 24, 24,23, 9,17, 4 2, 34,16 7, 38,"","","","",10 2, 23,2244, 24,"","","",""
 25, 28, 31, 34, 35, 35, 33, 30, 26, 23, 22, 22, 23, 26, 30, 34, 36, 37, 36, 34, 31, 28, 27, 26,23, 9,18, 410, 35,17 1, 37,"","","","",1044, 22,2259, 26,"","","",""
 27, 29, 32, 35, 37, 36, 35, 32, 28, 25, 22, 21, 21, 23, 26, 31, 34, 35, 36, 35, 34, 32, 30, 30,23, 9,19, 419, 37,18 1, 36,"","","","",1127, 21,2257, 30,"","","",""
 30, 32, 34, 37, 39, 39, 38, 35, 31, 27, 24, 22, 21, 21, 24, 27, 31, 33, 35, 36, 36, 34, 34, 33,23, 9,20, 434, 39,1910, 36,"","","","",1212, 21,2238, 33,"","","",""
 34, 35, 37, 39, 41, 41, 41, 39, 35, 31, 27, 24, 22, 21, 22, 24, 28, 31, 33, 35, 36, 36, 36, 36,23, 9,21, 454, 41,"","","","","","",13 4, 21,"","","","","",""
 37, 38, 39, 41, 42, 43, 43, 42, 39, 36, 31, 28, 25, 23, 22, 23, 25, 27, 30, 32, 35, 36, 37, 38,23, 9,22, 520, 43,"","","","","","",14 6, 22,"","","","","",""
 39, 40, 41, 42, 43, 44, 45, 44, 43, 40, 36, 32, 29, 26, 24, 23, 23, 24, 26, 29, 31, 34, 36, 38,23, 9,23, 555, 45,"","","","","","",1525, 22,"","","","","",""
 39, 40, 42, 42, 43, 44, 45, 45, 45, 43, 41, 38, 34, 30, 27, 24, 22, 22, 23, 24, 27, 30, 34, 36,23, 9,24, 655, 45,"","","","","","",1659, 22,"","","","","",""
 38, 40, 41, 41, 42, 42, 43, 44, 44, 45, 44, 42, 39, 35, 31, 28, 24, 22, 20, 21, 23, 26, 30, 33,23, 9,25, 848, 45,"","","","","","",1819, 20,"","","","","",""
 36, 38, 39, 40, 40, 40, 40, 41, 42, 43, 44, 45, 43, 40, 37, 32, 27, 23, 20, 19, 19, 21, 25, 29,23, 9,26,1037, 45,"","","","","","",1921, 18,"","","","","",""
 33, 36, 37, 37, 37, 36, 35, 36, 37, 39, 41, 44, 45, 44, 41, 37, 32, 27, 22, 19, 17, 18, 21, 26,23, 9,27, 248, 37,12 1, 45,"","","","", 610, 35,2011, 17,"","","",""
 30, 33, 35, 35, 34, 33, 31, 30, 31, 32, 35, 39, 43, 44, 44, 41, 37, 31, 26, 21, 18, 17, 19, 23,23, 9,28, 243, 35,1311, 45,"","","","", 711, 30,2055, 17,"","","",""
 28, 32, 34, 35, 34, 31, 28, 26, 25, 26, 28, 32, 37, 42, 43, 43, 40, 36, 30, 25, 21, 19, 19, 21,23, 9,29, 251, 35,1416, 44,"","","","", 8 9, 25,2135, 19,"","","",""
 26, 30, 34, 35, 34, 32, 28, 24, 21, 20, 21, 24, 30, 35, 40, 42, 41, 39, 34, 30, 25, 23, 21, 22,23, 9,30, 3 7, 35,1521, 42,"","","","", 9 5, 20,2210, 21,"","","",""
 25, 30, 34, 36, 36, 34, 30, 25, 20, 18, 17, 18, 22, 28, 34, 38, 40, 40, 37, 33, 30, 27, 25, 25,23,10, 1, 327, 36,1627, 40,"","","","",10 0, 17,2241, 25,"","","",""
 27, 30, 35, 37, 38, 36, 33, 28, 22, 18, 16, 15, 16, 21, 27, 32, 36, 38, 38, 36, 33, 31, 30, 29,23,10, 2, 350, 38,1732, 38,"","","","",1054, 15,23 6, 29,"","","",""
 30, 32, 35, 38, 40, 39, 37, 32, 27, 22, 18, 15, 15, 17, 21, 26, 31, 34, 36, 36, 35, 34, 33, 33,23,10, 3, 414, 40,1841, 36,"","","","",1145, 15,2312, 33,"","","",""
 33, 34, 37, 39, 41, 41, 40, 37, 32, 27, 22, 19, 16, 16, 18, 22, 26, 30, 33, 35, 35, 35, 35, 36,23,10, 4, 437, 41,"","","","","","",1237, 16,"","","","","",""
 36, 37, 38, 40, 42, 42, 42, 40, 36, 32, 27, 24, 21, 19, 19, 20, 23, 26, 29, 32, 34, 35, 36, 37,23,10, 5, 458, 42,"","","","","","",1332, 18,"","","","","",""
 38, 39, 40, 41, 42, 42, 42, 41, 39, 36, 32, 29, 25, 23, 21, 21, 22, 24, 26, 29, 32, 34, 36, 37,23,10, 6, 513, 42,"","","","","","",1438, 21,"","","","","",""
 39, 40, 40, 41, 42, 42, 42, 41, 40, 39, 36, 33, 30, 27, 25, 23, 23, 23, 25, 27, 29, 32, 34, 36,23,10, 7, 516, 42,"","","","","","",16 3, 23,"","","","","",""
 38, 39, 40, 41, 41, 41, 41, 41, 40, 39, 38, 36, 34, 31, 29, 26, 25, 24, 24, 25, 27, 29, 32, 34,23,10, 8, 439, 41,"","","","","","",1728, 24,"","","","","",""
 36, 38, 39, 39, 39, 39, 39, 39, 39, 39, 39, 38, 36, 34, 32, 29, 26, 24, 23, 23, 25, 27, 30, 32,23,10, 9, 323, 39,"","","","","","",1828, 23,"","","","","",""
 35, 36, 37, 37, 37, 36, 36, 36, 36, 37, 38, 38, 37, 36, 34, 31, 28, 25, 23, 23, 23, 25, 27, 30,23,10,10, 242, 37,1055, 38,"","","","", 646, 36,1912, 23,"","","",""
 33, 34, 35, 35, 34, 33, 33, 32, 33, 34, 35, 37, 37, 37, 35, 33, 30, 27, 24, 22, 22, 23, 25, 28,23,10,11, 225, 35,12 8, 37,"","","","", 7 3, 32,1947, 22,"","","",""
 31, 33, 34, 34, 32, 31, 30, 29, 29, 30, 32, 34, 36, 37, 36, 34, 32, 28, 25, 23, 22, 22, 24, 27,23,10,12, 218, 34,13 5, 37,"","","","", 730, 29,2017, 22,"","","",""
 30, 32, 33, 33, 31, 29, 27, 26, 25, 26, 27, 30, 33, 35, 36, 35, 33, 30, 27, 24, 22, 22, 23, 26,23,10,13, 218, 33,1357, 36,"","","","", 8 3, 25,2043, 22,"","","",""
 29, 32, 33, 33, 31, 29, 26, 23, 22, 22, 23, 26, 30, 33, 35, 36, 35, 32, 29, 26, 24, 23, 24, 26,23,10,14, 222, 33,1448, 36,"","","","", 838, 22,21 8, 23,"","","",""
 29, 32, 34, 34, 32, 30, 26, 22, 20, 19, 19, 22, 26, 30, 34, 35, 35, 34, 32, 29, 26, 25, 25, 27,23,10,15, 229, 34,1539, 36,"","","","", 914, 19,2130, 25,"","","",""
 30, 33, 35, 35, 34, 31, 27, 23, 20, 18, 17, 18, 22, 27, 31, 34, 36, 36, 34, 31, 29, 28, 28, 29,23,10,16, 240, 35,1631, 36,"","","","", 950, 17,2147, 28,"","","",""
 31, 34, 37, 37, 37, 34, 30, 25, 21, 18, 16, 16, 18, 23, 28, 32, 35, 36, 36, 34, 32, 31, 31, 31,23,10,17, 256, 37,1723, 36,"","","","",1028, 16,2154, 31,"","","",""
 33, 35, 38, 40, 39, 37, 34, 29, 24, 19, 17, 16, 16, 19, 24, 29, 32, 35, 36, 36, 35, 34, 33, 34,23,10,18, 317, 40,1820, 36,"","","","",11 9, 16,2149, 33,"","","",""
 35, 37, 39, 41, 42, 40, 37, 33, 28, 23, 19, 17, 16, 17, 21, 25, 29, 33, 35, 36, 36, 36, 35, 36,23,10,19, 343, 42,1927, 36,"","","","",1154, 16,2139, 35,"","","",""
 37, 38, 40, 42, 43, 42, 40, 37, 32, 27, 23, 19, 17, 17, 18, 21, 25, 29, 32, 34, 36, 36, 36, 37,23,10,20, 412, 43,"","","","","","",1248, 17,"","","","","",""
 38, 39, 40, 42, 43, 43, 43, 40, 37, 32, 28, 23, 20, 19, 18, 19, 21, 24, 28, 31, 33, 35, 36, 37,23,10,21, 447, 43,"","","","","","",1352, 18,"","","","","",""
 38, 39, 40, 41, 42, 43, 43, 42, 40, 37, 33, 28, 25, 22, 20, 19, 19, 21, 23, 26, 29, 32, 34, 36,23,10,22, 534, 43,"","","","","","",1512, 19,"","","","","",""
 37, 38, 38, 39, 39, 40, 41, 41, 41, 39, 37, 33, 30, 26, 23, 20, 19, 19, 20, 22, 25, 28, 31, 33,23,10,23, 659, 41,"","","","","","",1641, 19,"","","","","",""
 35, 36, 36, 36, 36, 36, 37, 38, 39, 39, 39, 37, 34, 31, 27, 24, 21, 19, 18, 19, 21, 25, 28, 31,23,10,24, 9 3, 39,"","","","","","",1755, 18,"","","","","",""
 33, 34, 34, 33, 32, 32, 32, 33, 34, 36, 38, 38, 37, 35, 32, 28, 24, 21, 19, 18, 19, 22, 26, 29,23,10,25, 128, 34,1050, 38,"","","","", 530, 32,1852, 18,"","","",""
 32, 33, 32, 31, 29, 28, 27, 27, 28, 31, 34, 37, 38, 38, 36, 32, 28, 24, 21, 19, 19, 21, 24, 28,23,10,26, 118, 33,1216, 38,"","","","", 631, 27,1939, 19,"","","",""
 31, 33, 32, 31, 28, 25, 23, 21, 22, 24, 27, 32, 35, 37, 37, 36, 32, 29, 25, 22, 21, 21, 24, 28,23,10,27, 123, 33,1330, 38,"","","","", 723, 21,2018, 21,"","","",""
 31, 33, 34, 32, 29, 25, 21, 18, 17, 17, 20, 25, 30, 35, 37, 37, 36, 33, 29, 26, 24, 24, 25, 28,23,10,28, 138, 34,1440, 37,"","","","", 814, 17,2053, 24,"","","",""
 32, 35, 36, 35, 32, 27, 22, 17, 14, 13, 14, 18, 24, 29, 34, 36, 37, 35, 33, 30, 28, 27, 27, 29,23,10,29, 158, 36,1546, 37,"","","","", 9 3, 13,2123, 27,"","","",""
 32, 36, 38, 37, 35, 31, 25, 19, 15, 12, 11, 13, 17, 23, 29, 33, 36, 36, 35, 33, 31, 30, 30, 31,23,10,30, 223, 38,1648, 36,"","","","", 951, 11,2146, 30,"","","",""
 33, 37, 39, 40, 38, 35, 30, 24, 18, 14, 11, 11, 13, 18, 24, 29, 33, 35, 36, 35, 34, 33, 33, 33,23,10,31, 250, 40,1749, 36,"","","","",1038, 11,2150, 33,"","","",""
 35, 37, 40, 41, 41, 38, 34, 29, 23, 18, 14, 12, 12, 15, 20, 25, 29, 33, 35, 35, 35, 35, 35, 35,23,11, 1, 318, 41,"","","","","","",1124, 12,"","","","","",""
 36, 38, 40, 41, 42, 40, 38, 33, 28, 23, 18, 15, 14, 14, 17, 21, 25, 29, 32, 34, 35, 35, 36, 36,23,11, 2, 346, 42,"","","","","","",1211, 14,"","","","","",""
 37, 38, 39, 41, 41, 41, 39, 36, 32, 27, 23, 19, 17, 16, 17, 19, 22, 26, 29, 32, 33, 34, 35, 36,23,11, 3, 411, 41,"","","","","","",13 1, 16,"","","","","",""
 37, 38, 39, 40, 40, 40, 39, 38, 35, 31, 27, 24, 21, 19, 18, 19, 21, 23, 26, 29, 31, 33, 34, 35,23,11, 4, 432, 40,"","","","","","",1357, 18,"","","","","",""
 36, 37, 37, 38, 38, 38, 38, 37, 36, 33, 30, 27, 24, 22, 20, 20, 20, 21, 23, 26, 28, 30, 32, 33,23,11, 5, 447, 38,"","","","","","",15 3, 20,"","","","","",""
 35, 35, 36, 36, 36, 36, 36, 35, 35, 34, 32, 29, 27, 25, 23, 21, 20, 21, 22, 24, 26, 28, 30, 32,23,11, 6, 4 9, 36,"","","","","","",1617, 20,"","","","","",""
 33, 33, 34, 33, 33, 33, 33, 33, 33, 33, 32, 31, 29, 27, 25, 23, 21, 21, 21, 22, 24, 26, 28, 30,23,11, 7, 149, 34,"","","","","","",1719, 21,"","","","","",""
 31, 32, 32, 31, 30, 30, 29, 29, 30, 30, 31, 31, 30, 29, 27, 25, 23, 22, 21, 21, 23, 25, 27, 29,23,11, 8, 114, 32,1028, 31,"","","","", 627, 29,18 6, 21,"","","",""
 30, 31, 30, 29, 28, 27, 26, 25, 26, 27, 29, 30, 30, 30, 29, 27, 25, 23, 22, 22, 23, 24, 27, 29,23,11, 9, 058, 31,12 4, 30,"","","","", 652, 25,1843, 22,"","","",""
 30, 31, 30, 28, 26, 24, 23, 22, 22, 23, 25, 28, 29, 30, 30, 29, 27, 25, 24, 23, 23, 25, 27, 29,23,11,10, 051, 31,1315, 30,"","","","", 720, 22,1912, 23,"","","",""
 31, 31, 31, 29, 26, 23, 20, 19, 18, 19, 22, 25, 28, 30, 31, 31, 29, 27, 26, 25, 25, 26, 28, 30,23,11,11, 052, 31,1416, 31,"","","","", 751, 18,1939, 25,"","","",""
 32, 33, 32, 30, 27, 23, 20, 17, 16, 16, 18, 21, 26, 29, 31, 32, 31, 30, 28, 27, 27, 27, 29, 31,23,11,12, 1 0, 33,1510, 32,"","","","", 824, 15,20 2, 27,"","","",""
 34, 35, 35, 33, 29, 25, 20, 17, 14, 13, 14, 18, 22, 27, 30, 32, 33, 33, 31, 30, 29, 29, 30, 32,23,11,13, 116, 35,16 0, 33,"","","","", 858, 13,2023, 29,"","","",""
 35, 37, 37, 36, 33, 28, 23, 18, 14, 12, 12, 14, 18, 24, 28, 32, 34, 34, 33, 32, 31, 31, 32, 33,23,11,14, 139, 37,1648, 34,"","","","", 935, 12,2039, 31,"","","",""
 36, 38, 40, 39, 36, 32, 27, 21, 16, 12, 11, 11, 14, 20, 25, 30, 33, 35, 35, 34, 33, 33, 33, 34,23,11,15, 2 7, 40,1738, 35,"","","","",1015, 11,2050, 33,"","","",""
 36, 39, 41, 41, 40, 36, 31, 25, 19, 14, 11, 10, 12, 15, 21, 26, 30, 33, 35, 35, 34, 34, 34, 35,23,11,16, 241, 41,1834, 35,"","","","",1059, 10,2058, 34,"","","",""
 36, 38, 41, 42, 42, 40, 36, 30, 24, 18, 14, 11, 11, 12, 16, 21, 26, 30, 32, 34, 34, 34, 34, 35,23,11,17, 318, 42,"","","","","","",1149, 11,"","","","","",""
 36, 37, 39, 41, 42, 41, 39, 34, 29, 23, 18, 14, 12, 11, 13, 16, 21, 25, 28, 31, 32, 33, 33, 34,23,11,18, 4 0, 42,"","","","","","",1245, 11,"","","","","",""
 35, 36, 37, 39, 40, 41, 40, 37, 33, 28, 23, 18, 15, 13, 12, 14, 16, 20, 24, 27, 29, 31, 32, 32,23,11,19, 450, 41,"","","","","","",1348, 12,"","","","","",""
 33, 34, 34, 35, 37, 38, 38, 38, 35, 32, 28, 23, 19, 16, 14, 13, 14, 17, 20, 23, 26, 28, 30, 31,23,11,20, 554, 38,"","","","","","",1456, 13,"","","","","",""
 31, 31, 31, 31, 32, 33, 34, 35, 35, 34, 31, 28, 24, 21, 18, 16, 15, 15, 17, 20, 23, 26, 28, 29,23,11,21, 722, 35,2348, 29,"","","","",16 7, 15,"","","","","",""
 29, 29, 28, 28, 27, 28, 29, 30, 31, 32, 32, 30, 28, 25, 22, 19, 17, 16, 17, 19, 22, 25, 27, 29,23,11,22, 915, 32,2345, 29,"","","","", 4 9, 27,1710, 16,"","","",""
 29, 28, 27, 25, 24, 23, 23, 24, 26, 28, 30, 31, 30, 29, 26, 24, 21, 19, 19, 19, 21, 24, 27, 29,23,11,23,11 6, 31,2356, 30,"","","","", 530, 22,18 4, 19,"","","",""
 30, 29, 27, 24, 21, 19, 18, 18, 19, 22, 26, 28, 30, 30, 29, 28, 25, 23, 22, 22, 23, 25, 28, 30,23,11,24,1242, 30,"","","","","","", 631, 18,1848, 22,"","","",""
 32, 31, 29, 26, 22, 18, 15, 13, 14, 16, 20, 24, 28, 30, 31, 30, 29, 27, 26, 25, 25, 26, 29, 32,23,11,25, 013, 32,14 6, 31,"","","","", 724, 13,1924, 25,"","","",""
 34, 34, 32, 29, 24, 19, 15, 12, 10, 11, 14, 19, 24, 28, 31, 32, 31, 30, 29, 28, 28, 28, 30, 33,23,11,26, 036, 34,1518, 32,"","","","", 812, 10,1953, 28,"","","",""
 35, 36, 36, 33, 28, 23, 17, 12,  9,  8, 10, 14, 19, 24, 28, 31, 33, 32, 31, 31, 30, 30, 31, 34,23,11,27, 1 5, 36,1620, 33,"","","","", 858,  8,2013, 30,"","","",""
 36, 38, 38, 36, 33, 28, 21, 16, 11,  8,  8, 10, 14, 20, 25, 29, 32, 33, 33, 32, 32, 32, 33, 34,23,11,28, 137, 38,1716, 33,"","","","", 942,  8,2021, 32,"","","",""
 36, 38, 39, 39, 36, 32, 26, 20, 14, 10,  8,  8, 11, 16, 21, 26, 30, 32, 33, 33, 33, 33, 33, 34,23,11,29, 212, 39,"","","","","","",1026,  8,"","","","","",""
 36, 38, 39, 40, 39, 36, 31, 25, 19, 14, 10,  9, 10, 13, 18, 23, 27, 30, 32, 32, 32, 33, 33, 34,23,11,30, 247, 40,"","","","","","",11 9,  9,"","","","","",""
 35, 36, 38, 39, 39, 37, 34, 29, 23, 18, 14, 11, 10, 11, 15, 19, 23, 27, 30, 31, 31, 32, 32, 33,23,12, 1, 323, 39,"","","","","","",1153, 10,"","","","","",""
 33, 35, 36, 37, 38, 37, 35, 31, 26, 21, 17, 14, 12, 11, 13, 16, 20, 23, 26, 28, 29, 30, 31, 31,23,12, 2, 358, 38,"","","","","","",1237, 11,"","","","","",""
 32, 33, 34, 35, 36, 36, 34, 32, 28, 24, 20, 16, 14, 13, 13, 14, 17, 20, 23, 26, 27, 28, 29, 29,23,12, 3, 432, 36,"","","","","","",1322, 13,"","","","","",""
 30, 30, 31, 32, 32, 33, 32, 31, 29, 26, 22, 19, 16, 14, 14, 14, 16, 18, 21, 23, 25, 26, 27, 28,23,12, 4, 5 7, 33,"","","","","","",14 8, 14,"","","","","",""
 28, 28, 28, 28, 29, 29, 29, 29, 28, 26, 24, 21, 19, 17, 15, 15, 16, 17, 19, 21, 23, 25, 26, 26,23,12, 5, 548, 29,2345, 26,"","","","",1453, 15,"","","","","",""
 26, 26, 26, 26, 25, 25, 26, 26, 26, 25, 24, 22, 21, 19, 18, 17, 17, 17, 19, 21, 23, 24, 25, 26,23,12, 6,2317, 26,"","","","","","",1537, 17,"","","","","",""
 26, 25, 24, 23, 22, 22, 22, 22, 23, 23, 23, 23, 22, 21, 20, 19, 19, 19, 20, 21, 23, 25, 26, 26,23,12, 7, 945, 23,23 9, 26,"","","","", 538, 22,1616, 19,"","","",""
 26, 25, 24, 22, 20, 19, 18, 18, 19, 21, 22, 23, 23, 23, 22, 22, 21, 21, 21, 22, 24, 26, 27, 28,23,12, 8,1210, 23,2312, 28,"","","","", 620, 18,1652, 21,"","","",""
 28, 26, 24, 22, 19, 17, 16, 15, 16, 18, 20, 22, 23, 24, 25, 24, 24, 23, 23, 24, 25, 27, 29, 30,23,12, 9,1349, 25,2324, 30,"","","","", 655, 15,1725, 23,"","","",""
 30, 29, 26, 23, 20, 16, 14, 12, 13, 14, 17, 20, 23, 25, 26, 27, 26, 26, 26, 26, 27, 29, 31, 32,23,12,10,1457, 27,2347, 33,"","","","", 729, 12,1759, 26,"","","",""
 33, 32, 29, 26, 22, 17, 14, 11, 10, 11, 14, 18, 22, 25, 27, 29, 29, 29, 28, 28, 29, 30, 32, 34,23,12,11,1546, 29,"","","","","","", 8 4, 10,1833, 28,"","","",""
 35, 35, 33, 30, 25, 20, 15, 11,  8,  8, 10, 14, 19, 23, 27, 29, 30, 31, 30, 30, 30, 31, 32, 35,23,12,12, 019, 35,1629, 31,"","","","", 842,  8,19 6, 30,"","","",""
 37, 38, 37, 34, 29, 24, 18, 12,  8,  6,  7,  9, 14, 20, 25, 28, 31, 31, 31, 31, 31, 31, 32, 34,23,12,13, 057, 38,1711, 31,"","","","", 924,  6,1938, 31,"","","",""
 37, 39, 39, 37, 34, 28, 22, 15, 10,  6,  5,  6,  9, 15, 20, 25, 29, 31, 31, 31, 31, 31, 32, 33,23,12,14, 141, 39,1756, 31,"","","","",10 9,  5,20 7, 31,"","","",""
 35, 38, 40, 40, 37, 33, 27, 20, 14,  8,  5,  4,  5,  9, 15, 20, 25, 28, 30, 30, 30, 30, 30, 31,23,12,15, 228, 40,"","","","","","",1058,  4,"","","","","",""
 33, 35, 38, 40, 39, 36, 32, 26, 19, 12,  7,  4,  3,  5,  9, 15, 20, 24, 27, 28, 28, 28, 28, 29,23,12,16, 318, 40,"","","","","","",1150,  3,"","","","","",""
 30, 32, 34, 37, 38, 37, 35, 30, 24, 17, 11,  7,  4,  4,  6, 10, 15, 19, 23, 25, 26, 26, 26, 26,23,12,17, 411, 38,"","","","","","",1243,  4,"","","","","",""
 27, 28, 29, 32, 34, 35, 34, 32, 28, 22, 16, 11,  8,  6,  5,  7, 11, 15, 19, 22, 24, 25, 24, 24,23,12,18, 5 7, 35,21 2, 25,"","","","",1336,  5,"","","","","",""
 24, 24, 24, 26, 28, 30, 31, 31, 29, 25, 21, 16, 12, 10,  8,  8, 10, 13, 17, 20, 22, 24, 24, 23,23,12,19, 612, 31,2130, 24,"","","","", 015, 24,1428,  8,"","","",""
 22, 21, 21, 21, 22, 24, 26, 27, 27, 26, 23, 20, 17, 14, 12, 11, 11, 13, 16, 19, 22, 23, 24, 23,23,12,20, 736, 27,2154, 24,"","","","", 221, 20,1517, 11,"","","",""
 22, 20, 18, 17, 17, 17, 19, 21, 23, 24, 24, 22, 21, 19, 17, 16, 15, 15, 17, 20, 22, 24, 25, 25,23,12,21, 928, 24,2217, 25,"","","","", 354, 17,16 4, 15,"","","",""
 23, 21, 18, 16, 14, 13, 13, 15, 17, 19, 21, 22, 22, 22, 21, 20, 19, 19, 20, 21, 23, 26, 27, 27,23,12,22,1136, 23,2242, 27,"","","","", 516, 13,1646, 19,"","","",""
 26, 24, 20, 17, 14, 11,  9, 10, 11, 14, 17, 20, 22, 23, 24, 23, 23, 23, 23, 24, 25, 27, 29, 30,23,12,23,1357, 24,2312, 30,"","","","", 625,  9,1719, 23,"","","",""
 29, 27, 24, 20, 16, 12,  9,  7,  7,  9, 13, 17, 21, 23, 25, 26, 26, 26, 26, 26, 27, 28, 30, 32,23,12,24,2347, 32,"","","","","","", 721,  7,"","","","","",""
 32, 31, 28, 24, 19, 14, 10,  7,  5,  6,  9, 13, 18, 22, 25, 27, 27, 28, 28, 28, 28, 29, 31, 33,23,12,25,"","","","","","","","", 810,  5,"","","","","",""
 34, 34, 32, 29, 24, 18, 13,  9,  6,  5,  6, 10, 14, 19, 23, 26, 28, 29, 29, 29, 29, 30, 31, 32,23,12,26, 027, 34,"","","","","","", 855,  5,"","","","","",""
 34, 35, 35, 32, 28, 23, 17, 12,  7,  5,  5,  7, 11, 16, 21, 24, 27, 28, 29, 28, 29, 29, 30, 31,23,12,27, 111, 35,"","","","","","", 938,  4,"","","","","",""
 33, 35, 36, 34, 32, 27, 21, 15, 10,  6,  4,  5,  8, 12, 17, 22, 25, 27, 28, 28, 27, 28, 28, 29,23,12,28, 155, 36,"","","","","","",1019,  4,"","","","","",""
 31, 33, 35, 35, 33, 30, 25, 19, 13,  8,  5,  4,  5,  9, 13, 18, 22, 25, 26, 26, 26, 26, 26, 27,23,12,29, 238, 35,"","","","","","",1059,  4,"","","","","",""
 28, 30, 32, 33, 33, 31, 27, 22, 16, 11,  7,  5,  4,  6, 10, 14, 19, 22, 23, 24, 24, 24, 24, 24,23,12,30, 319, 34,"","","","","","",1138,  4,"","","","","",""
 25, 27, 29, 31, 31, 30, 28, 24, 18, 13,  9,  6,  4,  5,  7, 11, 15, 18, 21, 22, 22, 22, 21, 22,23,12,31, 357, 31,"","","","","","",1216,  4,"","","","","",""
